Sentence,Label
"Obama last night: 'Most of you covered me, all of you voted for me. Apologies to the Fox table.'       http://bit.ly/bGcnW",Negative
I wish Joe Bidden was on the train with me.,Positive
aaaaaaaaaaa McFly,Neutral
Happy Mother`s Day to all mothers!,Positive
Can`t play World in Conflict because the computer is running too slow,Negative
 oh you and  had free drinks?! thats wasup..Im givin up drinkin for a lil bit,Neutral
working from home office today and catching up on everything except twitter,Neutral
 No trips planned yet but I`ll let you know if there is,Neutral
"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",Positive
 you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,Negative
 Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,Neutral
"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",Negative
"i forgot to put my work clothes in the dryer  also, i love my new slippers!",Positive
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,Neutral
 I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,Negative
I`m a new french girl in Twitter! And I speak English very bad,Negative
Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho,Neutral
So it`s Friday... I have to keep reminding myself since every day seems the same,Neutral
oooh yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,Neutral
I think I`ve got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,Negative
Happy mother`s day everyone!,Positive
home in carlsbad with the whole family for mother`s day!,Neutral
I didn`t get my q`doba today! sad,Negative
 thanx 4 thee follow,Positive
I`m a good girl...ALL work is done,Positive
tonights been boring!,Negative
First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk,Neutral
Just got up from a nap.. Relaxing for the night,Positive
twitter is acting weird,Negative
"Going out to down town with a friend, long time haven`t seen him...OKOK.. i am feeling fresh again",Positive
 morning ashleighhh  x,Neutral
Going to see Angels and Demons tonight. It better not scare me!!,Neutral
"Morning all. First tea of the day, and just about to record the voiceover for a documentary about modern Druidry. Good times",Positive
Feeling smooth like chrome,Positive
He still doesn`t love me... I won`t ask again,Negative
i just woke up and remembered theres no school!!! life is good  xxxxxx,Positive
twitter has spam!!?? oh no,Neutral
" Headaches suck, especially stress related ones. I used to get those a lot.  <3",Neutral
@_micster  How the hell does your hair not fall out constantly?,Negative
who has a day long text conversation? me.,Neutral
"Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4",Neutral
"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fun",Positive
 Good Luck!!!  keep rockin!,Positive
officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z,Negative
 LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman',Positive
Happy Mother`s day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.,Positive
"Thank you, Gerbino, for forcing us starting junior year to make survey mockups. Let me tell you how super helpful this skill has been.",Positive
" Yeah, it`s work. It`s been busy all day and I`m tired and hungry.",Negative
 lol ! You take David lah ! I want Danny  not tom !,Neutral
"rcb trashes mumbai indians....  i feel bad for mumbai indians, they just didn`t know what hit him...",Negative
is Jay Leno`s last show tonight,Neutral
Really tired JAKe always gives me more work,Negative
 Morning! Are u back in blighty Bill? Hope u had a lovely time away,Positive
 muhahaha you`ve joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,Positive
_d Wish Leigh a Happy Mother`s Day for me! It`s midnight in NY,Positive
Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,Neutral
House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,Negative
wats up with the racism in australia? Its not nice,Negative
 aww  that`s horrible! xD,Negative
"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you",Positive
"Last Heroes ep until Sept  Sick & drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE.",Negative
is not feelin well... i feel sooooo weak....i hate bein sick in the summer,Negative
I feel bad for John and Kate. And the 8.,Negative
just doesn`t understand why this thing wont save my photos  Defo uggo! lol,Neutral
Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.,Negative
" oh mann das ist super lustig  du armer... macs age 2 months, battery charging NO. garantiefall...",Neutral
Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,Negative
Has had a really good bank hoilday,Positive
_Megan_**** Thats all i`ve seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha,Negative
_30439 I really wish I could go!,Positive
my knees are sore after physio,Negative
 SherriEShepherd gave the link for  http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps,Positive
  I wish I knew..  Trying to figure something out here too,Positive
 Have fun at the show tonight... wish I could be there,Positive
Ugh. Too much happened today. I really need a hug,Negative
 http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,Neutral
" Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",Negative
 no I wish. Just a van that comes round. We missed him,Negative
 great show,Positive
Watchin `how to lose a man in 10 days` wiv mum  lol,Neutral
" Aww, I had one yesterday, they suck",Negative
So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,Negative
i was too slow to get $1 Up tix,Negative
DUCKED OFF! I`LL BE BACK IN GA TOMORROW.,Neutral
_ yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!,Positive
my birthday is in 2 days,Neutral
 you stopped followin me?,Neutral
 haha that photo is too funny! I hope he wasn`t disturbed by passengers too much during the flight,Positive
" YAY! Hope your day at work is wonderful, Sis! We have a Bank Holiday in England today so everyone is off work",Positive
" too early ,,, I`ll spill my corn flakes",Neutral
We`ll write a song that turns out the lights <3,Neutral
 ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans,Neutral
" thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn`t emailed me or communicated n 4ever",Positive
 I`m comin wit u!!,Neutral
Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!,Negative
...and all woman who transfer their first impressions (sexual/maternal) onto a less `threatening` man -- are themselves as weak as `Him`,Negative
Just talked to Anthony Rapp. Face to face. !!!!!,Neutral
Bella doesn`t love me no more,Negative
"_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify",Negative
Got back from helping my sis with stuff for my niece`s 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!,Neutral
"going to my bff`s. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw",Negative
 omgggg!! Hawaii!! That`s amazing!! I wanna live there,Positive
last day off... back to work tomorrow,Neutral
dont get to see my boys tomorroww.im sad,Negative
Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!,Negative
" haha, yeah i meant mall! -winks back-",Positive
wtf come i need this day to go by,Negative
 p.s. sorry about ur uncle,Negative
i didnt get a hug today,Neutral
 honey is great for your health!,Positive
"Sometimes, twitter makes me feel like an outsider..",Negative
My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!,Negative
What do you think I`m doing at the moment? Yeah you guessed it  http://www.phoenixfm.com/listen-now.php,Neutral
i`m off to see a movie ('17 again'),Neutral
 starbuck,Neutral
 my name too    (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),Neutral
 Iiight thanks.,Positive
 i wish i had friends i could spend the night with,Negative
 I gave him your kiss. Being a flirt of course he liked them,Positive
 - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?,Negative
_M make sure you watch in HD,Neutral
"_Mary_Typhoid Are you coming to the wedding?  I want all of his friends to be there?     Right, sugar?",Neutral
"gonna get off to try and catch some Z`s, no more high school after tomorrow! which really sucks  i wish i didn.. http://tinyurl.com/lk9ag8",Negative
   i fell asleep on the beach and didn`t put on enough sunscreen  lol,Neutral
" your lucky, you have a bed and ice cream, all i have is a very sore couch and some cardboard",Neutral
Feeling really good about my performance on the AP Government & Politics exam this morning.  Going to lunch with Krista.,Positive
Another loser: ****. I have lost the game more times today than any other day in history.  lost.. http://tinyurl.com/qa4cdv ( ...,Negative
"hey life, i love you!   (translation: i love life!)",Positive
 Are you sure you want to know?  It`s http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!,Positive
lovely night of steve-o and family guy. off to bed.,Positive
 and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,Negative
 boo i`m a week late  how long u in town for?,Neutral
any other Mac users completely given up on Google Chrome?,Neutral
"Trying to got through my 3,000 + unread e-mail messages. Looks like this what I`ll be doing for the rest of the evening.",Neutral
