Sentence,Label,ProcessedSentence
Nikon unveiled a new camera model.,Neutral,nikon unveil new camera model
Halle Berry starred in a new drama film.,Neutral,halle berry star new drama film
The weather forecast predicted rain for the weekend.,Neutral,weather forecast predict rain weekend
The city council announced new road construction plans.,Neutral,city council announce new road construction plan
The local library updated its operating hours.,Neutral,local library update operating hour
The restaurant introduced a new seasonal menu.,Neutral,restaurant introduce new seasonal menu
The community center organized a new art exhibit.,Neutral,community center organize new art exhibit
The school schedule was adjusted for the new semester.,Neutral,school schedule adjust new semester
The park added new playground equipment.,Neutral,park add new playground equipment
The gym offered a new fitness class.,Neutral,gym offer new fitness class
The zoo introduced a new animal species.,Neutral,zoo introduce new animal specie
The hotel upgraded its amenities.,Neutral,hotel upgrade amenity
The farmers' market added new vendors.,Neutral,farmer market add new vendor
The museum opened a new exhibit.,Neutral,museum open new exhibit
The concert hall hosted a new performance.,Neutral,concert hall host new performance
The bookstore had a new section for bestsellers.,Neutral,bookstore new section bestseller
The botanical garden planted new species of flowers.,Neutral,botanical garden plant new specie flower
The cinema premiered a new film.,Neutral,cinema premiere new film
The art gallery featured a new collection.,Neutral,art gallery feature new collection
The theater company staged a new play.,Neutral,theater company stage new play
The beach added new lifeguard stations.,Neutral,beach add new lifeguard station
The sports arena hosted a new event.,Neutral,sport arena host new event
The town hall meeting discussed new community projects.,Neutral,town hall meeting discuss new community project
The historical society opened a new exhibit.,Neutral,historical society open new exhibit
The convention center organized a new trade show.,Neutral,convention center organize new trade show
The coffee shop launched a new drink special.,Neutral,coffee shop launch new drink special
The aquarium added a new tank exhibit.,Neutral,aquarium add new tank exhibit
The hotel chain introduced a new loyalty program.,Neutral,hotel chain introduce new loyalty program
The public pool opened for the summer season.,Neutral,public pool open summer season
The airport renovated its terminals.,Neutral,airport renovate terminal
The high school held a new student orientation.,Neutral,high school hold new student orientation
The tech company released a new software update.,Neutral,tech company release new software update
The gym introduced new workout equipment.,Neutral,gym introduce new workout equipment
The art museum hosted a new art workshop.,Neutral,art museum host new art workshop
The local theater began showing a new film.,Neutral,local theater begin show new film
The pet store launched a new line of pet toys.,Neutral,pet store launch new line pet toy
The coffee shop added a new pastry selection.,Neutral,coffee shop add new pastry selection
The university offered new online courses.,Neutral,university offer new online course
The farmers' market had new organic produce.,Neutral,farmer market new organic produce
The fitness center began a new membership promotion.,Neutral,fitness center begin new membership promotion
The public library offered new educational programs.,Neutral,public library offer new educational program
The community pool added new swim classes.,Neutral,community pool add new swim class
The historic site opened new guided tours.,Neutral,historic site open new guide tour
The dance studio started new classes for children.,Neutral,dance studio start new class child
The city park added new walking trails.,Neutral,city park add new walk trail
The local bakery introduced a new bread variety.,Neutral,local bakery introduce new bread variety
The convention center hosted a new expo.,Neutral,convention center host new expo
The ice rink began a new public skating schedule.,Neutral,ice rink begin new public skating schedule
The regional park opened new picnic areas.,Neutral,regional park open new picnic area
The science museum started a new educational exhibit.,Neutral,science museum start new educational exhibit
The art studio offered new pottery classes.,Neutral,art studio offer new pottery class
The aquarium featured a new dolphin show.,Neutral,aquarium feature new dolphin show
The coffee shop introduced a new loyalty card.,Neutral,coffee shop introduce new loyalty card
The zoo had new interactive exhibits.,Neutral,zoo new interactive exhibit
The local theater began a new season of plays.,Neutral,local theater begin new season play
The library organized a new book club.,Neutral,library organize new book club
The sports complex added new tennis courts.,Neutral,sport complex add new tennis court
The botanical garden held a new flower festival.,Neutral,botanical garden hold new flower festival
The music school started new group lessons.,Neutral,music school start new group lesson
The high school implemented a new learning program.,Neutral,high school implement new learning program
The community center added new fitness classes.,Neutral,community center add new fitness class
The town square hosted a new craft fair.,Neutral,town square host new craft fair
The restaurant introduced a new vegetarian menu.,Neutral,restaurant introduce new vegetarian menu
The local park added new fitness stations.,Neutral,local park add new fitness station
The ice cream shop launched a new flavor.,Neutral,ice cream shop launch new flavor
The museum featured a new historical display.,Neutral,museum feature new historical display
The neighborhood association organized a new cleanup event.,Neutral,neighborhood association organize new cleanup event
The fitness center upgraded its facilities.,Neutral,fitness center upgrade facility
The local art gallery held a new artist showcase.,Neutral,local art gallery hold new artist showcase
The library began offering new e-books.,Neutral,library begin offer new ebook
The zoo had a new educational program for kids.,Neutral,zoo new educational program kid
The coffee shop started a new book exchange.,Neutral,coffee shop start new book exchange
The theater company began rehearsals for a new play.,Neutral,theater company begin rehearsal new play
The aquarium unveiled a new coral reef exhibit.,Neutral,aquarium unveil new coral reef exhibit
The park introduced new wildlife viewing areas.,Neutral,park introduce new wildlife view area
The gym offered a new personal training package.,Neutral,gym offer new personal training package
The local market featured new artisan products.,Neutral,local market feature new artisan product
The science center started a new interactive exhibit.,Neutral,science center start new interactive exhibit
The community garden added new vegetable plots.,Neutral,community garden add new vegetable plot
The museum held a new art competition.,Neutral,museum hold new art competition
The library updated its digital catalog.,Neutral,library update digital catalog
The bakery introduced new seasonal pastries.,Neutral,bakery introduce new seasonal pastry
The sports arena began a new season of games.,Neutral,sport arena begin new season game
The botanical garden hosted a new plant sale.,Neutral,botanical garden host new plant sale
The local theater presented a new film series.,Neutral,local theater present new film series
The zoo opened a new animal habitat.,Neutral,zoo open new animal habitat
The community center launched a new volunteer program.,Neutral,community center launch new volunteer program
The farmers' market added new local crafts.,Neutral,farmer market add new local craft
The library offered new technology workshops.,Neutral,library offer new technology workshop
The gym launched a new yoga program.,Neutral,gym launch new yoga program
The coffee shop began serving new seasonal beverages.,Neutral,coffee shop begin serve new seasonal beverage
The science museum introduced new hands-on activities.,Neutral,science museum introduce new handson activity
The art museum featured a new artist residency program.,Neutral,art museum feature new artist residency program
The local park added new sports facilities.,Neutral,local park add new sport facility
The theater company presented a new musical.,Neutral,theater company present new musical
The aquarium hosted a new marine life education day.,Neutral,aquarium host new marine life education day
The community center offered new family events.,Neutral,community center offer new family event
The fitness center started new group classes.,Neutral,fitness center start new group class
